transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
cd7c8869-446f-495b-aedc-a8135657d99a,CUST115764,2022-01-14 16:57:00,UPI,9100.0,Travel,"Luthra, Sen and Ramanathan","Sangli-Miraj & Kupwad, Arunachal Pradesh",31394.0,0,Web,96.106.139.220,Success,KCIO57938339556318,Payment for Travel,0
14d7d097-1c91-4fd9-ada6-f53d52cc3bd4,CUST119307,2022-01-17 13:16:00,Net Banking,17500.0,Cash Withdrawal,Bhattacharyya Ltd,"Thanjavur, Arunachal Pradesh",0.0,0,Web,251.55.245.126,Success,KZER85769272663459,Payment for Cash Withdrawal,0
33e9785c-d77e-4338-b0ca-0d3771901ce7,CUST114732,2022-01-09 19:34:00,Net Banking,6500.0,Financial Services,"Raju, Sathe and Samra","Khandwa, Kerala",19913.0,0,ATM,4.206.93.225,Success,TBRB09964771870364,Payment for Financial Services,0
04540a6c-897a-4965-95df-056d1397afe9,CUST114479,2022-01-07 19:39:00,Credit Card,3500.0,Online Shopping,Gole Ltd,"Bhopal, Himachal Pradesh",16792.0,0,Web,158.176.152.93,Success,BJMT38333492655768,Payment for Online Shopping,0
0078974e-4bc0-4add-b0cb-83a1e27c921c,CUST108829,2022-01-21 07:36:00,ATM Withdrawal,3000.0,Utilities,Sinha-Sankar,"Motihari, Sikkim",19560.0,0,ATM,90.38.195.113,Success,Self,Payment for Utilities,0
63ad6572-ee8c-4d5f-bc5d-3cde4446b6ad,CUST117675,2022-01-11 17:51:00,Fund Transfer,7200.0,Groceries,Mahal LLC,"Satara, Arunachal Pradesh",6065.0,0,POS,107.129.4.254,Success,BZYK60263659091921,Payment for Groceries,0
63ad6572-ee8c-4d5f-bc5d-3cde4446b6ad,CUST117675,2022-01-11 17:51:00,Fund Transfer,7200.0,Groceries,Mahal LLC,"Satara, Arunachal Pradesh",6065.0,0,POS,107.129.4.254,Success,BZYK60263659091921,Payment for Groceries,0
e2a88841-1287-49c2-a498-6fe3b6e73f44,CUST111858,2022-01-06 14:14:00,Bill Payment,11100.0,Groceries,"Datta, Jaggi and Kar","Rajkot, Meghalaya",23962.0,0,POS,207.145.96.106,Success,FNNT22711778587102,Payment for Groceries,0
ca72b4d1-2034-4a62-8782-53aeda867f01,CUST111549,2022-01-13 02:37:00,Debit Card,3200.0,Online Shopping,Srivastava-Bahri,"Jalgaon, Assam",18517.0,0,ATM,119.200.193.136,Success,BJPI56646954839646,Payment for Online Shopping,0
7f131467-8329-4171-a3a8-358336e8d188,CUST116276,2022-01-10 10:50:00,Fund Transfer,9500.0,Entertainment,"Sawhney, Soni and Bhandari","Bhopal, Kerala",16867.0,0,Mobile,140.75.1.58,Success,SJAW44334872673735,Payment for Entertainment,0
1cdf26db-867d-4f77-a0d7-96d564a302f7,CUST118462,2022-01-28 02:53:00,Loan Disbursement,1000.0,Online Shopping,Sagar Inc,"Pallavaram, Punjab",39411.0,0,POS,116.210.12.228,Success,ZESZ78637017816235,Payment for Online Shopping,0
1cdf26db-867d-4f77-a0d7-96d564a302f7,CUST118462,2022-01-28 02:53:00,Loan Disbursement,1000.0,Online Shopping,Sagar Inc,"Pallavaram, Punjab",39411.0,0,POS,116.210.12.228,Success,ZESZ78637017816235,Payment for Online Shopping,0
5914cece-4513-4d3b-a857-47a1618d22cf,CUST102058,2022-01-10 03:26:00,Deposit,2400.0,Entertainment,Sampath-Kibe,"Muzaffarnagar, Uttar Pradesh",24181.0,0,Mobile,228.155.61.231,Success,Self,Payment for Entertainment,0
279313ed-a580-4272-9da1-62323454d2c3,CUST107828,2022-01-26 13:59:00,ATM Withdrawal,7300.0,Travel,Lalla-Karan,"Bettiah, Tamil Nadu",30594.0,0,POS,88.169.234.33,Success,Self,Payment for Travel,0
7feacc59-cba2-429e-89b6-81ea3eeaed3e,CUST117470,2022-01-18 09:57:00,Net Banking,11600.0,Financial Services,"Dhawan, De and Rajagopal","Tezpur, Sikkim",33425.0,0,Web,76.177.34.152,Success,ELDV73383091159781,Payment for Financial Services,0
e8fa8b9c-da86-4ce4-9ee2-fc1db357c189,CUST117481,2022-01-23 02:56:00,Fund Transfer,8400.0,Utilities,Dara and Sons,"Berhampore, Punjab",39597.0,0,POS,199.113.10.8,Success,TEHZ44591335673932,Payment for Utilities,0
