transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
2d7ddfd4-1112-4354-a2dd-fad94b45a850,CUST102188,2022-01-04 11:27:00,Bill Payment,2100.0,Dining,"Rattan, Khanna and Magar","Srikakulam, Himachal Pradesh",8211.0,0,Web,31.102.21.141,Success,BCHG80012468703731,Payment for Dining,0
2d7ddfd4-1112-4354-a2dd-fad94b45a850,CUST102188,2022-01-04 11:27:00,Bill Payment,2100.0,Dining,"Rattan, Khanna and Magar","Srikakulam, Himachal Pradesh",8211.0,0,Web,31.102.21.141,Success,BCHG80012468703731,Payment for Dining,0
93b4f5db-ce11-47d1-a5ec-fb558871f1a8,CUST115559,2022-01-12 04:57:00,ATM Withdrawal,62781.568029312526,Electronics,Bumb-Kothari,"Sambhal, Maharashtra",0.0,0,Web,126.222.103.69,Failed,Self,Payment for Electronics,1
93b4f5db-ce11-47d1-a5ec-fb558871f1a8,CUST115559,2022-01-12 04:57:00,ATM Withdrawal,62781.568029312526,Electronics,Bumb-Kothari,"Sambhal, Maharashtra",0.0,0,Web,126.222.103.69,Failed,Self,Payment for Electronics,1
0b56e499-066e-407d-95a6-1452ecb3dc3b,CUST101442,2022-01-26 23:57:00,Deposit,4600.0,Entertainment,Sur-Vasa,"Raurkela Industrial Township, West Bengal",28363.0,0,ATM,109.18.22.175,Success,Self,Payment for Entertainment,0
be3d6b16-308e-42ab-8586-9be8f6032d20,CUST119109,2022-01-02 22:28:00,Loan Disbursement,10500.0,Financial Services,Gill-Dhingra,"Panvel, Goa",31399.0,0,POS,46.170.49.53,Success,EVPO10597612145394,Payment for Financial Services,0
ca72b4d1-2034-4a62-8782-53aeda867f01,CUST111549,2022-01-13 02:37:00,Debit Card,3200.0,Online Shopping,Srivastava-Bahri,"Jalgaon, Assam",18517.0,0,ATM,119.200.193.136,Success,BJPI56646954839646,Payment for Online Shopping,0
c148402b-fb9f-47ba-a763-7ef1a7a512d1,CUST109666,2022-01-04 00:26:00,Loan Disbursement,300.0,Education,"Hayer, Ganguly and Bhavsar","Surat, Himachal Pradesh",17993.0,0,POS,63.55.138.235,Success,FRKM47366148958674,Payment for Education,0
46644095-412e-4f99-8895-95e5168b9319,CUST113049,2022-01-05 09:10:00,UPI,1600.0,Online Shopping,Kota-Iyengar,"Tadipatri, Gujarat",34547.0,0,POS,63.206.88.64,Success,ESJO74593587095491,Payment for Online Shopping,0
a4896ea2-5452-4047-adff-1f50daef834c,CUST115366,2022-01-04 01:58:00,UPI,200.0,Utilities,Dar-Sachdev,"Srikakulam, Bihar",48045.0,0,Mobile,91.59.167.235,Success,XKFY43139106599599,Payment for Utilities,0
1f7212e9-d38b-4740-a0e0-9a983485eadb,CUST118296,2022-01-22 16:00:00,ATM Withdrawal,2200.0,Travel,Sur-Halder,"Sri Ganganagar, Manipur",131.0,0,Web,223.92.158.255,Success,Self,Payment for Travel,0
d9a02844-578f-4a3f-b7a1-d27b256bee5d,CUST107358,2022-01-18 03:05:00,Fund Transfer,100.0,Entertainment,Rajagopalan-Chowdhury,"Saharanpur, Jharkhand",22514.0,0,Mobile,63.56.27.117,Success,PIYS89102910513432,Payment for Entertainment,0
da31457e-6207-47f9-abf5-ce96e7652e20,CUST109205,2022-01-04 21:00:00,Credit Card,1000.0,Entertainment,Luthra-Kale,"Bijapur, Punjab",30633.0,0,POS,54.118.223.213,Success,FPAL74686265501821,Payment for Entertainment,0
c0730db8-b06d-4aea-9e35-4cb85588f7b0,CUST112764,2022-01-18 19:19:00,Debit Card,4100.0,Online Shopping,Dube-Varma,"Nagaon, Karnataka",16607.0,0,Mobile,80.65.239.212,Success,UZMW96273584557352,Payment for Online Shopping,0
05057d83-a2b6-4f32-bfed-c484ed8ded4e,CUST105705,2022-01-29 15:53:00,Bill Payment,500.0,Travel,"Saxena, Halder and Lad","Shimoga, Assam",38801.0,0,POS,114.129.170.217,Success,EFOY78921583941584,Payment for Travel,0
cdd2ea47-9790-429c-b4dc-1c8ead4190c6,CUST111468,2022-01-12 02:53:00,Bill Payment,400.0,Online Shopping,Seshadri-Rajan,"Guntakal, Sikkim",5589.0,0,Mobile,127.16.143.198,Success,DBYL05008519610377,Payment for Online Shopping,0
0926d3cc-041a-492f-867b-613eeb626704,CUST103843,2022-01-05 09:41:00,Debit Card,7500.0,Fuel,"Dar, Loyal and Khosla","Jodhpur, Sikkim",27155.0,0,Mobile,71.142.212.83,Success,NBVQ66885392528621,Payment for Fuel,0
02684bb2-93a6-4000-8ece-4f808a10b8eb,CUST103832,2022-01-01 05:18:00,Loan Disbursement,200.0,Fuel,"Mangat, Amble and Behl","Dehradun, West Bengal",5587.0,0,POS,108.9.12.27,Success,GLCO57450818633643,Payment for Fuel,0
