transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
f12a61cc-dc4c-4bd3-bdfd-85b6095fa43e,CUST102206,2022-01-07 13:03:00,Loan Disbursement,14200.0,Groceries,Chandra-Balan,"Tumkur, Assam",0.0,0,Web,24.72.40.12,Success,UBFA00247381443051,Payment for Groceries,0
f12a61cc-dc4c-4bd3-bdfd-85b6095fa43e,CUST102206,2022-01-07 13:03:00,Loan Disbursement,14200.0,Groceries,Chandra-Balan,"Tumkur, Assam",0.0,0,Web,24.72.40.12,Success,UBFA00247381443051,Payment for Groceries,0
8ad89baf-5999-4c6d-880e-bac8089fe092,CUST109003,2022-01-25 16:10:00,Deposit,8700.0,Healthcare,Barad and Sons,"Khandwa, Karnataka",32924.0,0,Web,0.34.241.172,Success,Self,Payment for Healthcare,0
595cb0ed-682a-4fef-b5b2-cbdbdedb4fd3,CUST118045,2022-01-16 17:28:00,Credit Card,7400.0,Dining,Chander-Lal,"Shahjahanpur, Jharkhand",0.0,0,POS,83.137.79.234,Success,BFHV23362823349816,Payment for Dining,0
74b1cfca-2a53-42de-860a-ed1206f88e28,CUST107527,2022-01-05 17:09:00,Net Banking,700.0,Utilities,"Ahluwalia, Salvi and Grewal","Jaipur, Goa",25226.0,0,Web,132.123.0.185,Success,JWIX67726360559267,Payment for Utilities,0
890251cd-4e48-40ef-8e83-9fc7bf21fb6d,CUST114645,2022-01-26 04:30:00,ATM Withdrawal,10000.0,Dining,Kamdar Group,"Nagaon, Jharkhand",0.0,0,Web,79.88.2.234,Success,Self,Payment for Dining,0
836a5438-ee5e-4355-b498-1764f0f7b3c1,CUST115692,2022-01-24 02:21:00,Loan Disbursement,12500.0,Dining,Mandal-Thaker,"Haldia, Punjab",7813.0,0,Web,21.133.210.157,Success,IRUG49172739939124,Payment for Dining,0
2566e19d-dcd5-4238-9fb0-f69e83d2f7ba,CUST119368,2022-01-30 20:09:00,Deposit,7200.0,Travel,"Ghosh, Sachar and Din","Anantapuram, Bihar",15962.0,0,Mobile,21.101.229.50,Success,Self,Payment for Travel,0
279313ed-a580-4272-9da1-62323454d2c3,CUST107828,2022-01-26 13:59:00,ATM Withdrawal,7300.0,Travel,Lalla-Karan,"Bettiah, Tamil Nadu",30594.0,0,POS,88.169.234.33,Success,Self,Payment for Travel,0
6bffb07b-f513-4a75-81c5-dfecf0b00a1d,CUST115719,2022-01-25 14:25:00,Net Banking,2000.0,Electronics,Handa Ltd,"Narasaraopet, Rajasthan",26003.0,0,ATM,221.202.138.129,Success,JGUP77620164552044,Payment for Electronics,0
6bffb07b-f513-4a75-81c5-dfecf0b00a1d,CUST115719,2022-01-25 14:25:00,Net Banking,2000.0,Electronics,Handa Ltd,"Narasaraopet, Rajasthan",26003.0,0,ATM,221.202.138.129,Success,JGUP77620164552044,Payment for Electronics,0
ac12960d-f603-40b5-b691-df0afbf9b7ca,CUST101374,2022-01-30 07:05:00,UPI,4000.0,Travel,"Wali, Mani and Aggarwal","Salem, Punjab",10310.0,0,Mobile,75.30.104.9,Success,SRRH26298057841682,Payment for Travel,0
