transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
f9b8ca30-00e5-4322-8cff-eac0554cf2da,CUST108620,2022-01-02 10:43:00,Loan Disbursement,8100.0,Electronics,Zacharia and Sons,"Visakhapatnam, Gujarat",0.0,0,ATM,129.96.5.57,Success,NBAI29021393288369,Payment for Electronics,0
14d7d097-1c91-4fd9-ada6-f53d52cc3bd4,CUST119307,2022-01-17 13:16:00,Net Banking,17500.0,Cash Withdrawal,Bhattacharyya Ltd,"Thanjavur, Arunachal Pradesh",0.0,0,Web,251.55.245.126,Success,KZER85769272663459,Payment for Cash Withdrawal,0
00d3cf48-fbf9-44c0-afb5-989dfbd92e22,CUST109395,2022-01-15 23:17:00,ATM Withdrawal,7800.0,Fuel,Bhardwaj Group,"Guna, Sikkim",817.0,0,Web,142.219.199.242,Success,Self,Payment for Fuel,0
be3d6b16-308e-42ab-8586-9be8f6032d20,CUST119109,2022-01-02 22:28:00,Loan Disbursement,10500.0,Financial Services,Gill-Dhingra,"Panvel, Goa",31399.0,0,POS,46.170.49.53,Success,EVPO10597612145394,Payment for Financial Services,0
f12cc555-f909-4f58-a08f-097d632eec5f,CUST107968,2022-01-02 03:54:00,Credit Card,900.0,Entertainment,Hayer and Sons,"Phusro, Chhattisgarh",18204.0,0,ATM,247.24.6.134,Success,NSJY34093484006383,Payment for Entertainment,0
2566e19d-dcd5-4238-9fb0-f69e83d2f7ba,CUST119368,2022-01-30 20:09:00,Deposit,7200.0,Travel,"Ghosh, Sachar and Din","Anantapuram, Bihar",15962.0,0,Mobile,21.101.229.50,Success,Self,Payment for Travel,0
7f131467-8329-4171-a3a8-358336e8d188,CUST116276,2022-01-10 10:50:00,Fund Transfer,9500.0,Entertainment,"Sawhney, Soni and Bhandari","Bhopal, Kerala",16867.0,0,Mobile,140.75.1.58,Success,SJAW44334872673735,Payment for Entertainment,0
c148402b-fb9f-47ba-a763-7ef1a7a512d1,CUST109666,2022-01-04 00:26:00,Loan Disbursement,300.0,Education,"Hayer, Ganguly and Bhavsar","Surat, Himachal Pradesh",17993.0,0,POS,63.55.138.235,Success,FRKM47366148958674,Payment for Education,0
caea6374-0b56-4fcb-8bb7-0f492bb16a2c,CUST109957,2022-01-23 23:21:00,Credit Card,3400.0,Education,Goda-Walia,"Khora , Punjab",27156.0,0,Web,184.37.118.157,Success,RHTR32455233701345,Payment for Education,0
018618ce-5fc0-422f-a8e4-a916eace49a7,CUST103954,2022-01-23 01:28:00,UPI,3000.0,Utilities,Keer and Sons,"Ballia, Assam",36900.0,0,ATM,59.205.42.49,Success,CEMS77388484404087,Payment for Utilities,0
46644095-412e-4f99-8895-95e5168b9319,CUST113049,2022-01-05 09:10:00,UPI,1600.0,Online Shopping,Kota-Iyengar,"Tadipatri, Gujarat",34547.0,0,POS,63.206.88.64,Success,ESJO74593587095491,Payment for Online Shopping,0
1cdf26db-867d-4f77-a0d7-96d564a302f7,CUST118462,2022-01-28 02:53:00,Loan Disbursement,1000.0,Online Shopping,Sagar Inc,"Pallavaram, Punjab",39411.0,0,POS,116.210.12.228,Success,ZESZ78637017816235,Payment for Online Shopping,0
cf8abfc7-69d7-48a4-86cf-98de510275fe,CUST109707,2022-01-11 05:30:00,Credit Card,2600.0,Utilities,"Walla, Salvi and Chopra","Phusro, Uttarakhand",36160.0,0,ATM,194.96.137.93,Success,MTUY05004112687198,Payment for Utilities,0
6bffb07b-f513-4a75-81c5-dfecf0b00a1d,CUST115719,2022-01-25 14:25:00,Net Banking,2000.0,Electronics,Handa Ltd,"Narasaraopet, Rajasthan",26003.0,0,ATM,221.202.138.129,Success,JGUP77620164552044,Payment for Electronics,0
18036861-e11f-44a2-b2de-fd71bf2f3691,CUST101769,2022-01-12 16:56:00,UPI,9400.0,Groceries,"Sen, Sane and Srinivasan","Saharsa, Chhattisgarh",4099.0,0,ATM,241.21.132.204,Success,HUBH79437280198563,Payment for Groceries,0
da31457e-6207-47f9-abf5-ce96e7652e20,CUST109205,2022-01-04 21:00:00,Credit Card,1000.0,Entertainment,Luthra-Kale,"Bijapur, Punjab",30633.0,0,POS,54.118.223.213,Success,FPAL74686265501821,Payment for Entertainment,0
6d236ac2-f564-4719-9aa5-f6e71e4e1d5d,CUST109700,2022-01-12 11:40:00,Bill Payment,5600.0,Online Shopping,"Subramanian, Samra and Bhatti","Bahraich, Maharashtra",26659.0,0,POS,207.60.146.246,Success,LJIM77348517241184,Payment for Online Shopping,0
e8d14be6-3474-4342-9791-98ae164429ce,CUST111551,2022-01-30 06:25:00,Bill Payment,3200.0,Cash Withdrawal,Anne-Ray,"Karnal, Jharkhand",5850.0,0,Mobile,161.140.231.219,Success,RDNY31087501627069,Payment for Cash Withdrawal,0
05057d83-a2b6-4f32-bfed-c484ed8ded4e,CUST105705,2022-01-29 15:53:00,Bill Payment,500.0,Travel,"Saxena, Halder and Lad","Shimoga, Assam",38801.0,0,POS,114.129.170.217,Success,EFOY78921583941584,Payment for Travel,0
