transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
f9b8ca30-00e5-4322-8cff-eac0554cf2da,CUST108620,2022-01-02 10:43:00,Loan Disbursement,8100.0,Electronics,Zacharia and Sons,"Visakhapatnam, Gujarat",0.0,0,ATM,129.96.5.57,Success,NBAI29021393288369,Payment for Electronics,0
6870edfd-6206-42a6-9ee4-2e145ede4120,CUST119615,2022-01-13 17:16:00,Bill Payment,4100.0,Entertainment,Hans-Bumb,"Amritsar, Haryana",22747.0,0,Web,108.194.104.232,Success,IAJW36422117188953,Payment for Entertainment,0
e2a88841-1287-49c2-a498-6fe3b6e73f44,CUST111858,2022-01-06 14:14:00,Bill Payment,11100.0,Groceries,"Datta, Jaggi and Kar","Rajkot, Meghalaya",23962.0,0,POS,207.145.96.106,Success,FNNT22711778587102,Payment for Groceries,0
e8189aa5-671b-401c-96e4-0d7e9367589c,CUST111844,2022-01-13 09:06:00,Credit Card,10300.0,Online Shopping,Manda and Sons,"Khandwa, West Bengal",18233.0,0,POS,91.236.19.198,Success,BLMJ16161395744759,Payment for Online Shopping,0
e8189aa5-671b-401c-96e4-0d7e9367589c,CUST111844,2022-01-13 09:06:00,Credit Card,10300.0,Online Shopping,Manda and Sons,"Khandwa, West Bengal",18233.0,0,POS,91.236.19.198,Success,BLMJ16161395744759,Payment for Online Shopping,0
be3d6b16-308e-42ab-8586-9be8f6032d20,CUST119109,2022-01-02 22:28:00,Loan Disbursement,10500.0,Financial Services,Gill-Dhingra,"Panvel, Goa",31399.0,0,POS,46.170.49.53,Success,EVPO10597612145394,Payment for Financial Services,0
0d545446-f143-4de1-875c-61922e384a5f,CUST104796,2022-01-22 18:32:00,Deposit,19700.0,Groceries,Baria-Chand,"Bijapur, Meghalaya",58001.0,0,Web,242.171.197.248,Success,Self,Payment for Groceries,0
cf8abfc7-69d7-48a4-86cf-98de510275fe,CUST109707,2022-01-11 05:30:00,Credit Card,2600.0,Utilities,"Walla, Salvi and Chopra","Phusro, Uttarakhand",36160.0,0,ATM,194.96.137.93,Success,MTUY05004112687198,Payment for Utilities,0
3e83b915-b990-4d69-923e-467e6066a07d,CUST110661,2022-01-19 23:09:00,Credit Card,1600.0,Cash Withdrawal,Bala PLC,"Bhalswa Jahangir Pur, Jharkhand",8785.0,0,POS,220.77.201.93,Success,EBLB34941935452311,Payment for Cash Withdrawal,0
18036861-e11f-44a2-b2de-fd71bf2f3691,CUST101769,2022-01-12 16:56:00,UPI,9400.0,Groceries,"Sen, Sane and Srinivasan","Saharsa, Chhattisgarh",4099.0,0,ATM,241.21.132.204,Success,HUBH79437280198563,Payment for Groceries,0
5b9d6239-b3c0-4b63-8544-775bc2f3f0d4,CUST105097,2022-01-19 13:21:00,UPI,9500.0,Travel,Madan PLC,"Kanpur, Madhya Pradesh",19608.0,0,POS,45.81.7.169,Success,JINT32862313977726,Payment for Travel,0
6d236ac2-f564-4719-9aa5-f6e71e4e1d5d,CUST109700,2022-01-12 11:40:00,Bill Payment,5600.0,Online Shopping,"Subramanian, Samra and Bhatti","Bahraich, Maharashtra",26659.0,0,POS,207.60.146.246,Success,LJIM77348517241184,Payment for Online Shopping,0
4b5c75a8-9b88-4d5e-8cad-3a68f4a4c90f,CUST102992,2022-01-10 17:05:00,Credit Card,6300.0,Healthcare,Kota-Singhal,"Chennai, Jharkhand",1351.0,0,ATM,240.17.132.133,Success,TCQV52423400303368,Payment for Healthcare,0
