transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
ba998721-a612-4e0a-8354-46d001e9c39c,CUST107144,2022-01-03 23:52:00,UPI,1400.0,Travel,Chauhan LLC,"Giridih, Manipur",12858.0,0,Web,176.48.222.166,Success,CJPZ11841095072972,Payment for Travel,0
6870edfd-6206-42a6-9ee4-2e145ede4120,CUST119615,2022-01-13 17:16:00,Bill Payment,4100.0,Entertainment,Hans-Bumb,"Amritsar, Haryana",22747.0,0,Web,108.194.104.232,Success,IAJW36422117188953,Payment for Entertainment,0
8ad89baf-5999-4c6d-880e-bac8089fe092,CUST109003,2022-01-25 16:10:00,Deposit,8700.0,Healthcare,Barad and Sons,"Khandwa, Karnataka",32924.0,0,Web,0.34.241.172,Success,Self,Payment for Healthcare,0
1cdf26db-867d-4f77-a0d7-96d564a302f7,CUST118462,2022-01-28 02:53:00,Loan Disbursement,1000.0,Online Shopping,Sagar Inc,"Pallavaram, Punjab",39411.0,0,POS,116.210.12.228,Success,ZESZ78637017816235,Payment for Online Shopping,0
5914cece-4513-4d3b-a857-47a1618d22cf,CUST102058,2022-01-10 03:26:00,Deposit,2400.0,Entertainment,Sampath-Kibe,"Muzaffarnagar, Uttar Pradesh",24181.0,0,Mobile,228.155.61.231,Success,Self,Payment for Entertainment,0
6bffb07b-f513-4a75-81c5-dfecf0b00a1d,CUST115719,2022-01-25 14:25:00,Net Banking,2000.0,Electronics,Handa Ltd,"Narasaraopet, Rajasthan",26003.0,0,ATM,221.202.138.129,Success,JGUP77620164552044,Payment for Electronics,0
1f7212e9-d38b-4740-a0e0-9a983485eadb,CUST118296,2022-01-22 16:00:00,ATM Withdrawal,2200.0,Travel,Sur-Halder,"Sri Ganganagar, Manipur",131.0,0,Web,223.92.158.255,Success,Self,Payment for Travel,0
ac12960d-f603-40b5-b691-df0afbf9b7ca,CUST101374,2022-01-30 07:05:00,UPI,4000.0,Travel,"Wali, Mani and Aggarwal","Salem, Punjab",10310.0,0,Mobile,75.30.104.9,Success,SRRH26298057841682,Payment for Travel,0
4b5c75a8-9b88-4d5e-8cad-3a68f4a4c90f,CUST102992,2022-01-10 17:05:00,Credit Card,6300.0,Healthcare,Kota-Singhal,"Chennai, Jharkhand",1351.0,0,ATM,240.17.132.133,Success,TCQV52423400303368,Payment for Healthcare,0
935008fe-bb9e-4ca2-8001-933ffbc9fdbd,CUST107710,2022-01-12 19:19:00,Credit Card,1400.0,Electronics,"Mahajan, Chatterjee and Sahni","Anantapuram, Maharashtra",33260.0,0,Web,10.249.4.18,Success,KWSJ13095445501060,Payment for Electronics,0
5133d166-3020-49b2-9afa-0b6256a488eb,CUST103830,2022-01-17 00:27:00,Deposit,800.0,Cash Withdrawal,"Deshpande, Chad and Grewal","New Delhi, Uttarakhand",32042.0,0,Mobile,245.127.251.164,Success,Self,Payment for Cash Withdrawal,0
adeae480-888e-442c-ad15-4e1254825394,CUST100614,2022-01-07 07:47:00,Deposit,2700.0,Education,"Mall, Dyal and Virk","Sagar, Manipur",18485.0,0,Mobile,122.15.41.103,Success,Self,Payment for Education,0
0926d3cc-041a-492f-867b-613eeb626704,CUST103843,2022-01-05 09:41:00,Debit Card,7500.0,Fuel,"Dar, Loyal and Khosla","Jodhpur, Sikkim",27155.0,0,Mobile,71.142.212.83,Success,NBVQ66885392528621,Payment for Fuel,0
fa1d26f9-5ddf-4d69-8db9-8d01b7ed64a4,CUST108810,2022-01-24 15:02:00,UPI,1000.0,Cash Withdrawal,Seth Group,"Ulhasnagar, Odisha",16156.0,0,ATM,155.72.240.55,Success,RLEE57332917542986,Payment for Cash Withdrawal,0
f74d62b7-1a34-4da1-91b1-ecd2a9c31dea,CUST109878,2022-01-14 13:37:00,Net Banking,5300.0,Healthcare,Shanker Group,"Jamnagar, Meghalaya",40237.0,0,Web,126.241.41.209,Success,PIYJ97764795177220,Payment for Healthcare,0
66f3bcaf-a037-4ec3-93ac-f9d19ecb70ac,CUST108963,2022-01-19 11:16:00,Net Banking,1800.0,Online Shopping,Deep-Ahuja,"Ichalkaranji, Nagaland",19509.0,0,ATM,160.128.189.206,Success,LVIF30506744411398,Payment for Online Shopping,0
604c270e-bdf3-4d0b-9e5a-39bff9c28d44,CUST107083,2022-01-26 15:08:00,Fund Transfer,1900.0,Education,"Din, Sarraf and Manda","Sri Ganganagar, Bihar",0.0,0,Mobile,115.210.138.101,Success,XOYX11997479212853,Payment for Education,0
9b46d262-3d81-4221-8f79-9f722cbe7062,CUST117337,2022-01-12 07:58:00,Debit Card,300.0,Groceries,Sachdeva Ltd,"Kavali, Mizoram",11648.0,0,POS,47.85.153.109,Success,UZII51536155678801,Payment for Groceries,0
a00f926b-abdb-4395-b86f-1e825bb0a5fb,CUST109416,2022-01-01 19:05:00,Deposit,4400.0,Cash Withdrawal,"Loyal, Keer and Saini","Bhind, Karnataka",33975.0,0,POS,4.252.6.121,Success,Self,Payment for Cash Withdrawal,0
d6b2f99f-a16d-4635-adb4-475886178d54,CUST117997,2022-01-04 06:05:00,Loan Disbursement,600.0,Healthcare,"Chokshi, Jain and Hegde","Nadiad, Tamil Nadu",31028.0,0,Web,3.160.174.76,Success,INOQ66385149055944,Payment for Healthcare,0
e2f07bd8-b7ab-4e6c-b1d8-aef817c8c154,CUST119421,2022-01-18 10:38:00,Debit Card,1400.0,Financial Services,Zacharia-Jani,"Mira-Bhayandar, Punjab",27722.0,0,Web,160.141.94.32,Success,HTHU75948747137797,Payment for Financial Services,0
9f433e66-9b39-4d58-867e-082b53143544,CUST111963,2022-01-12 22:45:00,Net Banking,4900.0,Online Shopping,Ganesan LLC,"Ahmednagar, Andhra Pradesh",38526.0,0,ATM,19.58.228.50,Success,XSUG99031572886292,Payment for Online Shopping,0
2fd3d339-45d9-4f64-8606-5e666623cc4d,CUST101998,2022-01-03 12:44:00,ATM Withdrawal,3700.0,Utilities,Walla-Kurian,"Ambarnath, Meghalaya",30670.0,0,POS,227.67.12.206,Success,Self,Payment for Utilities,0
50a813f8-6332-4768-9683-f62b8cdc0dc7,CUST114378,2022-01-01 02:42:00,Deposit,3500.0,Cash Withdrawal,Bhakta-Chatterjee,"Agartala, Mizoram",36205.0,0,POS,101.238.144.179,Success,Self,Payment for Cash Withdrawal,0
b2f0dc57-4037-427f-97e2-01d7db263920,CUST111163,2022-01-07 09:43:00,EMI Payment,8400.0,Cash Withdrawal,"Vohra, Goel and Ramaswamy","Phagwara, Assam",6229.0,0,POS,152.126.78.24,Success,MVDM10578214843738,Payment for Cash Withdrawal,0
91e02b2c-6af9-49fa-8775-595f3b724ab0,CUST116070,2022-01-29 14:11:00,Fund Transfer,7200.0,Electronics,Chaudry LLC,"Kharagpur, Arunachal Pradesh",36943.0,0,Web,158.54.127.48,Success,ASAO89532255513171,Payment for Electronics,0
