transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
2d7ddfd4-1112-4354-a2dd-fad94b45a850,CUST102188,2022-01-04 11:27:00,Bill Payment,2100.0,Dining,"Rattan, Khanna and Magar","Srikakulam, Himachal Pradesh",8211.0,0,Web,31.102.21.141,Success,BCHG80012468703731,Payment for Dining,0
14d7d097-1c91-4fd9-ada6-f53d52cc3bd4,CUST119307,2022-01-17 13:16:00,Net Banking,17500.0,Cash Withdrawal,Bhattacharyya Ltd,"Thanjavur, Arunachal Pradesh",0.0,0,Web,251.55.245.126,Success,KZER85769272663459,Payment for Cash Withdrawal,0
0078974e-4bc0-4add-b0cb-83a1e27c921c,CUST108829,2022-01-21 07:36:00,ATM Withdrawal,3000.0,Utilities,Sinha-Sankar,"Motihari, Sikkim",19560.0,0,ATM,90.38.195.113,Success,Self,Payment for Utilities,0
8ad89baf-5999-4c6d-880e-bac8089fe092,CUST109003,2022-01-25 16:10:00,Deposit,8700.0,Healthcare,Barad and Sons,"Khandwa, Karnataka",32924.0,0,Web,0.34.241.172,Success,Self,Payment for Healthcare,0
595cb0ed-682a-4fef-b5b2-cbdbdedb4fd3,CUST118045,2022-01-16 17:28:00,Credit Card,7400.0,Dining,Chander-Lal,"Shahjahanpur, Jharkhand",0.0,0,POS,83.137.79.234,Success,BFHV23362823349816,Payment for Dining,0
be3d6b16-308e-42ab-8586-9be8f6032d20,CUST119109,2022-01-02 22:28:00,Loan Disbursement,10500.0,Financial Services,Gill-Dhingra,"Panvel, Goa",31399.0,0,POS,46.170.49.53,Success,EVPO10597612145394,Payment for Financial Services,0
018618ce-5fc0-422f-a8e4-a916eace49a7,CUST103954,2022-01-23 01:28:00,UPI,3000.0,Utilities,Keer and Sons,"Ballia, Assam",36900.0,0,ATM,59.205.42.49,Success,CEMS77388484404087,Payment for Utilities,0
a4896ea2-5452-4047-adff-1f50daef834c,CUST115366,2022-01-04 01:58:00,UPI,200.0,Utilities,Dar-Sachdev,"Srikakulam, Bihar",48045.0,0,Mobile,91.59.167.235,Success,XKFY43139106599599,Payment for Utilities,0
fce2d1cf-9832-42bd-b44a-1292f6ff8ae2,CUST109532,2022-01-23 12:11:00,Net Banking,100.0,Entertainment,Gupta-Cherian,"Arrah, Nagaland",30459.0,0,ATM,112.199.71.87,Success,QMBI48728618900281,Payment for Entertainment,0
d9a02844-578f-4a3f-b7a1-d27b256bee5d,CUST107358,2022-01-18 03:05:00,Fund Transfer,100.0,Entertainment,Rajagopalan-Chowdhury,"Saharanpur, Jharkhand",22514.0,0,Mobile,63.56.27.117,Success,PIYS89102910513432,Payment for Entertainment,0
da31457e-6207-47f9-abf5-ce96e7652e20,CUST109205,2022-01-04 21:00:00,Credit Card,1000.0,Entertainment,Luthra-Kale,"Bijapur, Punjab",30633.0,0,POS,54.118.223.213,Success,FPAL74686265501821,Payment for Entertainment,0
da31457e-6207-47f9-abf5-ce96e7652e20,CUST109205,2022-01-04 21:00:00,Credit Card,1000.0,Entertainment,Luthra-Kale,"Bijapur, Punjab",30633.0,0,POS,54.118.223.213,Success,FPAL74686265501821,Payment for Entertainment,0
