transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
f9b8ca30-00e5-4322-8cff-eac0554cf2da,CUST108620,2022-01-02 10:43:00,Loan Disbursement,8100.0,Electronics,Zacharia and Sons,"Visakhapatnam, Gujarat",0.0,0,ATM,129.96.5.57,Success,NBAI29021393288369,Payment for Electronics,0
14d7d097-1c91-4fd9-ada6-f53d52cc3bd4,CUST119307,2022-01-17 13:16:00,Net Banking,17500.0,Cash Withdrawal,Bhattacharyya Ltd,"Thanjavur, Arunachal Pradesh",0.0,0,Web,251.55.245.126,Success,KZER85769272663459,Payment for Cash Withdrawal,0
bea4935b-3995-49d9-9c44-b3b0e193d45d,CUST102688,2022-01-29 14:36:00,UPI,1200.0,Financial Services,Sethi-Gala,"Khammam, Nagaland",34545.0,0,ATM,185.211.183.217,Success,MOOW64912688238363,Payment for Financial Services,0
f12a61cc-dc4c-4bd3-bdfd-85b6095fa43e,CUST102206,2022-01-07 13:03:00,Loan Disbursement,14200.0,Groceries,Chandra-Balan,"Tumkur, Assam",0.0,0,Web,24.72.40.12,Success,UBFA00247381443051,Payment for Groceries,0
74b1cfca-2a53-42de-860a-ed1206f88e28,CUST107527,2022-01-05 17:09:00,Net Banking,700.0,Utilities,"Ahluwalia, Salvi and Grewal","Jaipur, Goa",25226.0,0,Web,132.123.0.185,Success,JWIX67726360559267,Payment for Utilities,0
f12cc555-f909-4f58-a08f-097d632eec5f,CUST107968,2022-01-02 03:54:00,Credit Card,900.0,Entertainment,Hayer and Sons,"Phusro, Chhattisgarh",18204.0,0,ATM,247.24.6.134,Success,NSJY34093484006383,Payment for Entertainment,0
66ac8864-183a-4015-b019-dd4dd3abc081,CUST118121,2022-01-24 07:22:00,Fund Transfer,500.0,Dining,"Krishna, Dayal and Kuruvilla","Aurangabad, Sikkim",28462.0,0,ATM,69.22.119.21,Success,UZZI94422196521044,Payment for Dining,0
836a5438-ee5e-4355-b498-1764f0f7b3c1,CUST115692,2022-01-24 02:21:00,Loan Disbursement,12500.0,Dining,Mandal-Thaker,"Haldia, Punjab",7813.0,0,Web,21.133.210.157,Success,IRUG49172739939124,Payment for Dining,0
018618ce-5fc0-422f-a8e4-a916eace49a7,CUST103954,2022-01-23 01:28:00,UPI,3000.0,Utilities,Keer and Sons,"Ballia, Assam",36900.0,0,ATM,59.205.42.49,Success,CEMS77388484404087,Payment for Utilities,0
018618ce-5fc0-422f-a8e4-a916eace49a7,CUST103954,2022-01-23 01:28:00,UPI,3000.0,Utilities,Keer and Sons,"Ballia, Assam",36900.0,0,ATM,59.205.42.49,Success,CEMS77388484404087,Payment for Utilities,0
a4896ea2-5452-4047-adff-1f50daef834c,CUST115366,2022-01-04 01:58:00,UPI,200.0,Utilities,Dar-Sachdev,"Srikakulam, Bihar",48045.0,0,Mobile,91.59.167.235,Success,XKFY43139106599599,Payment for Utilities,0
1cdf26db-867d-4f77-a0d7-96d564a302f7,CUST118462,2022-01-28 02:53:00,Loan Disbursement,1000.0,Online Shopping,Sagar Inc,"Pallavaram, Punjab",39411.0,0,POS,116.210.12.228,Success,ZESZ78637017816235,Payment for Online Shopping,0
7feacc59-cba2-429e-89b6-81ea3eeaed3e,CUST117470,2022-01-18 09:57:00,Net Banking,11600.0,Financial Services,"Dhawan, De and Rajagopal","Tezpur, Sikkim",33425.0,0,Web,76.177.34.152,Success,ELDV73383091159781,Payment for Financial Services,0
7feacc59-cba2-429e-89b6-81ea3eeaed3e,CUST117470,2022-01-18 09:57:00,Net Banking,11600.0,Financial Services,"Dhawan, De and Rajagopal","Tezpur, Sikkim",33425.0,0,Web,76.177.34.152,Success,ELDV73383091159781,Payment for Financial Services,0
fce2d1cf-9832-42bd-b44a-1292f6ff8ae2,CUST109532,2022-01-23 12:11:00,Net Banking,100.0,Entertainment,Gupta-Cherian,"Arrah, Nagaland",30459.0,0,ATM,112.199.71.87,Success,QMBI48728618900281,Payment for Entertainment,0
4b5c75a8-9b88-4d5e-8cad-3a68f4a4c90f,CUST102992,2022-01-10 17:05:00,Credit Card,6300.0,Healthcare,Kota-Singhal,"Chennai, Jharkhand",1351.0,0,ATM,240.17.132.133,Success,TCQV52423400303368,Payment for Healthcare,0
6e586fd8-a16b-423a-9ea9-126a8ae09a75,CUST116158,2022-01-30 05:50:00,Net Banking,2000.0,Online Shopping,Choudhry-Srinivas,"Karimnagar, Bihar",9524.0,0,ATM,140.53.51.17,Success,PDON40114191552429,Payment for Online Shopping,0
935008fe-bb9e-4ca2-8001-933ffbc9fdbd,CUST107710,2022-01-12 19:19:00,Credit Card,1400.0,Electronics,"Mahajan, Chatterjee and Sahni","Anantapuram, Maharashtra",33260.0,0,Web,10.249.4.18,Success,KWSJ13095445501060,Payment for Electronics,0
f128493f-e772-47fe-8e62-50119b23bc51,CUST106343,2022-01-11 05:03:00,Debit Card,5000.0,Healthcare,Goswami Ltd,"Bulandshahr, Gujarat",42937.0,0,Web,20.85.62.140,Success,KWBT08533072498287,Payment for Healthcare,0
