transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
2d7ddfd4-1112-4354-a2dd-fad94b45a850,CUST102188,2022-01-04 11:27:00,Bill Payment,2100.0,Dining,"Rattan, Khanna and Magar","Srikakulam, Himachal Pradesh",8211.0,0,Web,31.102.21.141,Success,BCHG80012468703731,Payment for Dining,0
bea4935b-3995-49d9-9c44-b3b0e193d45d,CUST102688,2022-01-29 14:36:00,UPI,1200.0,Financial Services,Sethi-Gala,"Khammam, Nagaland",34545.0,0,ATM,185.211.183.217,Success,MOOW64912688238363,Payment for Financial Services,0
0078974e-4bc0-4add-b0cb-83a1e27c921c,CUST108829,2022-01-21 07:36:00,ATM Withdrawal,3000.0,Utilities,Sinha-Sankar,"Motihari, Sikkim",19560.0,0,ATM,90.38.195.113,Success,Self,Payment for Utilities,0
f12a61cc-dc4c-4bd3-bdfd-85b6095fa43e,CUST102206,2022-01-07 13:03:00,Loan Disbursement,14200.0,Groceries,Chandra-Balan,"Tumkur, Assam",0.0,0,Web,24.72.40.12,Success,UBFA00247381443051,Payment for Groceries,0
595cb0ed-682a-4fef-b5b2-cbdbdedb4fd3,CUST118045,2022-01-16 17:28:00,Credit Card,7400.0,Dining,Chander-Lal,"Shahjahanpur, Jharkhand",0.0,0,POS,83.137.79.234,Success,BFHV23362823349816,Payment for Dining,0
e8189aa5-671b-401c-96e4-0d7e9367589c,CUST111844,2022-01-13 09:06:00,Credit Card,10300.0,Online Shopping,Manda and Sons,"Khandwa, West Bengal",18233.0,0,POS,91.236.19.198,Success,BLMJ16161395744759,Payment for Online Shopping,0
7f131467-8329-4171-a3a8-358336e8d188,CUST116276,2022-01-10 10:50:00,Fund Transfer,9500.0,Entertainment,"Sawhney, Soni and Bhandari","Bhopal, Kerala",16867.0,0,Mobile,140.75.1.58,Success,SJAW44334872673735,Payment for Entertainment,0
5914cece-4513-4d3b-a857-47a1618d22cf,CUST102058,2022-01-10 03:26:00,Deposit,2400.0,Entertainment,Sampath-Kibe,"Muzaffarnagar, Uttar Pradesh",24181.0,0,Mobile,228.155.61.231,Success,Self,Payment for Entertainment,0
c046dedf-4551-432a-8496-f91adc27b3a2,CUST113352,2022-01-11 06:56:00,EMI Payment,1400.0,Financial Services,Sarin-Venkatesh,"Sasaram, Punjab",22053.0,0,Web,37.190.191.186,Success,GCRQ46588351974952,Payment for Financial Services,0
dd371d40-08c9-4f8d-9707-8decff9c9668,CUST110192,2022-01-02 06:34:00,Credit Card,15700.0,Online Shopping,"Balay, Mallick and Aggarwal","Amritsar, Jharkhand",0.0,0,ATM,100.160.193.150,Success,IMIH77692080246165,Payment for Online Shopping,0
3bde745f-0d18-454b-a65f-55b43b7abdb5,CUST101467,2022-01-23 19:03:00,Debit Card,1300.0,Dining,"Loyal, Mallick and Raja","Chittoor, Jharkhand",824.0,0,Web,193.33.138.120,Success,LZZT56452110136381,Payment for Dining,0
957bc116-4fb9-486e-9577-b0c9f950a22e,CUST110516,2022-01-08 00:28:00,UPI,13555.171282625755,Healthcare,"Lall, Bala and Chana","Pallavaram, Kerala",22452.83,0,POS,126.165.98.161,Failed,BVXL53436843139813,Payment for Healthcare,1
51a04cfc-2337-4142-a68c-9001b95da6f6,CUST112934,2022-01-22 20:09:00,ATM Withdrawal,600.0,Groceries,Handa-D’Alia,"Noida, West Bengal",28344.0,0,POS,170.190.224.123,Success,Self,Payment for Groceries,0
f476b99c-8d0f-41ef-a6ee-01900439d35e,CUST106754,2022-01-28 10:09:00,Loan Disbursement,1700.0,Fuel,Shere-Dugal,"Bareilly, West Bengal",22708.0,0,Web,65.153.90.104,Success,RLFT09930736298104,Payment for Fuel,0
