transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
2d7ddfd4-1112-4354-a2dd-fad94b45a850,CUST102188,2022-01-04 11:27:00,Bill Payment,2100.0,Dining,"Rattan, Khanna and Magar","Srikakulam, Himachal Pradesh",8211.0,0,Web,31.102.21.141,Success,BCHG80012468703731,Payment for Dining,0
14d7d097-1c91-4fd9-ada6-f53d52cc3bd4,CUST119307,2022-01-17 13:16:00,Net Banking,17500.0,Cash Withdrawal,Bhattacharyya Ltd,"Thanjavur, Arunachal Pradesh",0.0,0,Web,251.55.245.126,Success,KZER85769272663459,Payment for Cash Withdrawal,0
0b56e499-066e-407d-95a6-1452ecb3dc3b,CUST101442,2022-01-26 23:57:00,Deposit,4600.0,Entertainment,Sur-Vasa,"Raurkela Industrial Township, West Bengal",28363.0,0,ATM,109.18.22.175,Success,Self,Payment for Entertainment,0
63ad6572-ee8c-4d5f-bc5d-3cde4446b6ad,CUST117675,2022-01-11 17:51:00,Fund Transfer,7200.0,Groceries,Mahal LLC,"Satara, Arunachal Pradesh",6065.0,0,POS,107.129.4.254,Success,BZYK60263659091921,Payment for Groceries,0
7feacc59-cba2-429e-89b6-81ea3eeaed3e,CUST117470,2022-01-18 09:57:00,Net Banking,11600.0,Financial Services,"Dhawan, De and Rajagopal","Tezpur, Sikkim",33425.0,0,Web,76.177.34.152,Success,ELDV73383091159781,Payment for Financial Services,0
6d236ac2-f564-4719-9aa5-f6e71e4e1d5d,CUST109700,2022-01-12 11:40:00,Bill Payment,5600.0,Online Shopping,"Subramanian, Samra and Bhatti","Bahraich, Maharashtra",26659.0,0,POS,207.60.146.246,Success,LJIM77348517241184,Payment for Online Shopping,0
6e586fd8-a16b-423a-9ea9-126a8ae09a75,CUST116158,2022-01-30 05:50:00,Net Banking,2000.0,Online Shopping,Choudhry-Srinivas,"Karimnagar, Bihar",9524.0,0,ATM,140.53.51.17,Success,PDON40114191552429,Payment for Online Shopping,0
f128493f-e772-47fe-8e62-50119b23bc51,CUST106343,2022-01-11 05:03:00,Debit Card,5000.0,Healthcare,Goswami Ltd,"Bulandshahr, Gujarat",42937.0,0,Web,20.85.62.140,Success,KWBT08533072498287,Payment for Healthcare,0
81b64e5a-1b78-4e18-bef4-3f1f3ebbc43a,CUST116205,2022-01-21 00:25:00,UPI,500.0,Cash Withdrawal,Manne-Shankar,"Jaipur, West Bengal",39998.0,0,Mobile,224.87.243.93,Success,RIJO28509452761285,Payment for Cash Withdrawal,0
adeae480-888e-442c-ad15-4e1254825394,CUST100614,2022-01-07 07:47:00,Deposit,2700.0,Education,"Mall, Dyal and Virk","Sagar, Manipur",18485.0,0,Mobile,122.15.41.103,Success,Self,Payment for Education,0
e7d331dd-1689-4b9d-83df-4402ed0bb2af,CUST103595,2022-01-13 20:14:00,ATM Withdrawal,3300.0,Entertainment,"Hora, Bahl and Dora","Hindupur, Gujarat",23769.0,0,Web,59.91.187.195,Success,Self,Payment for Entertainment,0
